0.03258,0.084603,-0.0019245,0.032374,-0.27162,0.0072125,-0.0442,0.067927,-0.022715,-0.26111,-0.01922,1.9328e-05
0.035128,0.060762,-0.0012268,0.056395,-0.13988,0.0067032,-0.040805,0.075152,-0.022873,-0.26083,-0.017988,2.6748e-05
0.039919,0.048733,-0.00057984,-0.010977,-0.30919,0.0062929,-0.037041,0.080601,-0.022963,-0.26124,-0.016803,3.0334e-05
0.038479,0.022068,3.0909e-05,0.055581,-0.03887,0.00591,-0.033115,0.084081,-0.022991,-0.26234,-0.015739,3.123e-05
0.043253,0.019403,0.00060039,0.14451,-0.069635,0.0054578,-0.029018,0.086137,-0.022959,-0.26382,-0.014718,3.0302e-05
0.056202,0.013811,0.0011204,-0.03003,0.084934,0.0049687,-0.024026,0.087778,-0.022873,-0.26488,-0.013234,2.8144e-05
0.05254,0.021472,0.0015859,-0.0181,0.16005,0.0043761,-0.018576,0.089554,-0.022737,-0.26517,-0.011574,2.495e-05
0.050093,0.035095,0.0019836,0.058148,0.11241,0.0035607,-0.013433,0.092416,-0.022558,-0.26407,-0.010132,2.0219e-05
0.054881,0.043833,0.0023009,-0.018409,-0.085041,0.002681,-0.0081694,0.0964,-0.022343,-0.26158,-0.0086089,1.5392e-05
0.052425,0.03497,0.0025534,-0.017135,0.028696,0.0025361,-0.0027929,0.10035,-0.022101,-0.25857,-0.0070277,1.1908e-05
0.050116,0.036052,0.0027895,-0.070497,0.066504,0.0022571,0.002345,0.10393,-0.021833,-0.25551,-0.0055704,1.1113e-05
0.042852,0.040267,0.0029956,0.023815,0.10242,0.0019805,0.0069999,0.10778,-0.021544,-0.25202,-0.0043833,1.1389e-05
0.044598,0.047397,0.0031726,0.034259,0.14724,0.0017068,0.011382,0.11221,-0.021235,-0.24799,-0.0032796,1.2069e-05
0.046982,-0.11456,0.003429,-0.044921,-3.6207,0.0031781,0.01598,0.11363,-0.020908,-0.24744,-0.0019634,1.1439e-05
0.042059,-0.45182,0.0033402,-0.15956,-3.081,-0.0060121,0.020442,0.085039,-0.020561,-0.26977,-0.00066705,2.119e-05
0.0264,-0.72742,0.0024431,-0.23565,-2.391,-0.00943,0.023866,0.025648,-0.020269,-0.31218,5.4729e-05,2.6166e-05
0.0039903,-0.9283,0.0020573,-0.25688,-1.5663,0.0047023,0.025376,-0.057693,-0.020055,-0.36959,-0.00031376,-1.851e-05
-0.019766,-1.0436,0.0037872,-0.13807,-0.70082,0.03106,0.024565,-0.15693,-0.019786,-0.43565,-0.0019956,-0.00010851
-0.031685,-1.0719,0.0081832,0.014216,0.18279,0.055537,0.021966,-0.2634,-0.01921,-0.50369,-0.0045859,-0.00018166
-0.029077,-1.0143,0.014417,-0.13378,0.95023,0.066485,0.018908,-0.36839,-0.018093,-0.56725,-0.0072122,-0.00016501
-0.040428,-0.88543,0.020862,-0.1298,1.6031,0.059371,0.015404,-0.46399,-0.016326,-0.62099,-0.010003,-5.9871e-05
-0.05113,-0.70008,0.025804,-0.1291,2.0559,0.037378,0.010793,-0.54375,-0.013977,-0.66082,-0.013265,7.1646e-05
-0.040058,0.004304,0.027415,0.50023,15.262,-0.043033,0.0055026,-0.59453,-0.011264,-0.67547,-0.016583,0.00020969
0.0080835,1.4101,0.012837,0.41848,12.712,-0.27426,0.0039104,-0.52243,-0.0090522,-0.59565,-0.016873,0.00021506
0.048165,2.5402,-0.028061,0.5287,9.7679,-0.52265,0.0067345,-0.32304,-0.0095803,-0.43215,-0.014439,-0.00026297
0.09775,3.3567,-0.080553,0.32901,6.5698,-0.44586,0.014067,-0.025877,-0.015045,-0.20865,-0.0093011,-0.0015087
0.12572,3.8524,-0.10157,0.10521,3.2953,0.084814,0.025313,0.337,-0.024588,0.050234,-0.0018637,-0.002908
0.1315,4.0433,-0.054281,0.095187,0.63725,0.92782,0.038248,0.73391,-0.033159,0.31446,0.0070374,-0.0027681
0.13676,3.9988,0.049004,-0.093536,-1.5437,1.0056,0.051728,1.1378,-0.03353,0.53399,0.016554,-0.00081708
0.12447,3.7395,0.13214,-0.14034,-3.7068,0.62409,0.064843,1.5266,-0.024192,0.70397,0.025457,0.0015128
0.10821,3.2661,0.17402,-0.20236,-5.77,0.22599,0.07652,1.8789,-0.008571,0.82991,0.033029,0.0035597
0.086643,2.5982,0.18222,-0.21215,-7.5413,-0.041335,0.086294,2.1739,0.0094598,0.91748,0.039037,0.004974
0.064528,1.7804,0.17006,-0.09902,-8.6464,-0.18582,0.093877,2.3942,0.027201,0.97184,0.043388,0.0056981
