-0.041,0.12,0.00027,0.072,-0.38,0.0017,-0.089,0.17,-0.0013,-0.1,0.056,-0.00016,0.049,-0.02,-0.00031
-0.034,0.086,0.00039,0.082,-0.39,0.00075,-0.092,0.18,-0.0013,-0.097,0.054,-0.00018,0.022,-0.016,-0.00012
-0.026,0.05,0.00044,0.049,-0.29,0.00021,-0.095,0.18,-0.0012,-0.096,0.053,-0.00018,-0.0019,-0.013,1.9e-05
-0.022,0.023,0.00045,0.1,-0.26,2.9e-05,-0.098,0.19,-0.0012,-0.097,0.052,-0.00018,-0.016,-0.012,0.0001
-0.012,0.00022,0.00045,0.1,-0.13,0.00015,-0.099,0.19,-0.0012,-0.099,0.051,-0.00016,-0.024,-0.0075,0.00015
-0.0018,-0.011,0.00048,0.1,-0.057,0.00037,-0.1,0.19,-0.0011,-0.1,0.05,-0.00015,-0.023,-0.0034,0.00017
0.0083,-0.015,0.00052,0.16,-0.047,0.00047,-0.1,0.19,-0.0011,-0.1,0.05,-0.00013,-0.016,0.00034,0.00015
0.023,-0.019,0.00057,0.16,-0.051,0.00042,-0.098,0.19,-0.001,-0.1,0.051,-0.00012,-0.0082,0.0069,0.00013
0.038,-0.024,0.0006,0.15,-0.021,0.00031,-0.095,0.18,-0.00094,-0.1,0.052,-0.0001,-0.0021,0.013,0.0001
0.052,-0.027,0.00063,0.069,-0.0011,0.00018,-0.091,0.18,-0.00088,-0.1,0.053,-9.5e-05,0.0048,0.019,7.4e-05
0.057,-0.027,0.00064,0.032,0.07,7.8e-05,-0.085,0.18,-0.00082,-0.1,0.055,-8.9e-05,0.011,0.02,5.9e-05
0.06,-0.022,0.00064,-0.0091,0.044,-8.1e-05,-0.079,0.18,-0.00076,-0.1,0.057,-8.3e-05,0.021,0.019,5.2e-05
0.058,-0.018,0.00062,-0.011,0.08,-0.00019,-0.073,0.17,-0.00069,-0.1,0.059,-7.8e-05,0.028,0.015,6.2e-05
0.056,-0.012,0.0006,-0.035,-0.0041,-0.00033,-0.068,0.17,-0.00063,-0.097,0.06,-7.1e-05,0.035,0.012,7.4e-05
0.053,-0.014,0.00056,-0.028,-0.031,-0.00035,-0.062,0.17,-0.00057,-0.093,0.061,-6.3e-05,0.035,0.0073,8.4e-05
0.049,-0.019,0.00053,-0.067,0.012,-0.00031,-0.057,0.17,-0.00052,-0.09,0.062,-5.5e-05,0.033,0.0042,8.3e-05
0.043,-0.019,0.0005,-0.049,-0.046,-0.00036,-0.052,0.17,-0.00047,-0.086,0.062,-4.7e-05,0.033,-0.00062,7.5e-05
0.038,-0.025,0.00046,-0.064,-0.084,-0.00036,-0.048,0.16,-0.00042,-0.083,0.062,-4e-05,0.029,-0.0039,5.8e-05
0.032,-0.034,0.00042,-0.096,-0.063,-0.00034,-0.045,0.16,-0.00037,-0.081,0.061,-3.5e-05,0.022,-0.0076,3.7e-05
0.023,-0.04,0.00039,-0.075,-0.046,-0.00037,-0.042,0.16,-0.00033,-0.079,0.06,-3.2e-05,0.017,-0.013,2.3e-05
0.016,-0.045,0.00035,-0.018,-0.064,-0.00039,-0.04,0.15,-0.0003,-0.077,0.059,-3e-05,0.013,-0.015,1.4e-05
0.015,-0.052,0.00031,-0.027,-0.008,-0.00034,-0.039,0.15,-0.00026,-0.076,0.057,-2.9e-05,0.0086,-0.014,6.9e-06
0.013,-0.053,0.00028,-0.079,0.037,-0.00032,-0.037,0.14,-0.00023,-0.075,0.056,-2.9e-05,0.0081,-0.014,8.5e-06
0.0065,-0.049,0.00025,-0.039,-0.015,-0.00035,-0.036,0.14,-0.00021,-0.074,0.054,-2.7e-05,0.01,-0.017,1.5e-05
0.0035,-0.051,0.00021,-0.063,0.016,-0.00032,-0.036,0.13,-0.00018,-0.073,0.053,-2.6e-05,0.0093,-0.017,1.6e-05
-0.0017,-0.05,0.00018,-0.035,0.0015,-0.00031,-0.036,0.13,-0.00016,-0.072,0.051,-2.4e-05,0.01,-0.018,1.6e-05
-0.0043,-0.05,0.00015,-0.074,0.028,-0.00028,-0.036,0.12,-0.00015,-0.071,0.049,-2.3e-05,0.01,-0.018,1.4e-05
-0.01,-0.048,0.00012,-0.055,0.075,-0.00028,-0.037,0.12,-0.00013,-0.07,0.047,-2.1e-05,0.011,-0.021,1.4e-05
-0.015,-0.042,9.4e-05,-0.038,0.098,-0.0003,-0.038,0.11,-0.00012,-0.069,0.045,-2e-05,0.016,-0.021,1.8e-05
-0.017,-0.033,6.4e-05,0.0016,0.061,-0.00031,-0.04,0.11,-0.00012,-0.067,0.043,-1.8e-05,0.021,-0.021,1.8e-05
-0.016,-0.029,3.5e-05,0.034,0.0062,-0.00026,-0.041,0.11,-0.00011,-0.065,0.041,-1.7e-05,0.023,-0.019,7.7e-06
