Pn(m),Pe(m),Pd(m),Vn(m/s),Ve(m/s),Vd(m/s),phi(rad),theta(rad)psi(rad),,p(rad/s),q(rad/s),r(rad/s)
0.067015615448191,0.042284597050489,-0.083361495122177,-0.015374211526853,-0.024105252974406,0.154079949141045,-0.020807611842742,0.036246042861019,-0.000366954216548,0.025386647123943,-0.015232118462596,0.001676015383676
0.064963638704282,0.039837179914095,-0.067368317970495,-0.025199143276316,-0.024276081686431,0.165257361489081,-0.01827073925947,0.03435192328338,-0.000312010776064,0.025027962425276,-0.022416026193245,-0.000670316607043
0.062070686043031,0.037507645700872,-0.050445413352295,-0.032181635121128,-0.022104026167905,0.172460168989877,-0.015899111361675,0.03184901837629,-0.000223557291764,0.0219764403949,-0.027181007234763,-0.000356283188793
0.058568453132905,0.035462797988436,-0.032998023736761,-0.037931029899537,-0.018547974598055,0.175725419490932,-0.013871725039534,0.028949137087915,-0.000179115198285,0.018295634476127,-0.030693634967621,0.001652332095144
0.05452462785257,0.033818179551334,-0.015456846685674,-0.042484461813088,-0.014383683783518,0.174488103102086,-0.012284668585496,0.025742029927548,-0.000134720720111,0.013542195651185,-0.033387947430566,-0.000841808725509
0.05020124941412,0.03257699996847,0.00175496695344,-0.043148452449583,-0.010490650772354,0.169051721808812,-0.011151936140243,0.022359481844083,-6.18E-05,0.009150774359292,-0.033699543889708,-0.000546173661658
0.046036436599455,0.031765235566992,0.018404198762176,-0.03959787171573,-0.005253583744793,0.163657024200937,-0.010378297938699,0.018893007439743,-4.65E-05,0.005523451166101,-0.034061325802492,0.00086273009684
0.042354854145049,0.031588278698906,0.034193295839525,-0.033841630628168,0.001847369761272,0.15135118067041,-0.010188083912474,0.015910086494287,-5.36E-06,-0.001583236966133,-0.026516289144854,-0.001022883071394
0.039312912852518,0.032176309294348,0.048531267977445,-0.026738497332998,0.01020236003852,0.135039586042246,-0.010687253322569,0.013544194658979,2.77E-05,-0.008629599340747,-0.02069937330055,0.000637398533926
0.037030761039023,0.033632987887907,0.061092080508122,-0.018924043419738,0.018681312575105,0.115559916548381,-0.01193368039141,0.011804852451162,2.66E-05,-0.016046847649749,-0.014085396992839,0.00037437071448
0.035534109248852,0.035854436456075,0.071562655257734,-0.010936596940512,0.025418674529723,0.09344491750799,-0.013861672453914,0.01070337535684,5.02E-05,-0.022188758458552,-0.007905169567741,-0.001276168982672
0.034855621157333,0.03864042510586,0.079697550723945,-0.002582808789514,0.029877359668298,0.068912682432482,-0.016275082427021,0.010230408790596,6.11E-05,-0.025828725501782,-0.001587898615022,0.00082780872311
0.034995259085577,0.041699052286871,0.085325743339483,0.005112970092042,0.030436808612331,0.043844590424171,-0.018920124857079,0.010379194727361,3.21E-05,-0.026246133582121,0.004384103271771,0.000460260876331
0.035808295271829,0.044550939823384,0.088500344805119,0.010715419164497,0.025705805683085,0.019716937815567,-0.021410032889712,0.011063231328956,3.00E-05,-0.022671737789451,0.009002195990975,-0.001472936672302
0.037082329471301,0.046736002010242,0.089309490248936,0.014635496536438,0.017847008754279,-0.003200652563876,-0.023300128607175,0.012112095884421,1.45E-05,-0.014989203644578,0.011840224940867,0.000924836506592
0.038703770856723,0.048078182510538,0.087893688577849,0.017611127363825,0.00872749729876,-0.025077507523351,-0.024377726215931,0.013399826723661,-3.99E-05,-0.006400391260782,0.013750283964065,0.000596039290009
0.040586822530335,0.048481205844482,0.084359851978273,0.020058796484655,-0.0003984100131,-0.044958822118647,-0.024576454543251,0.0148524754432,-5.66E-05,0.002335775876773,0.015233338089208,-0.001470754345712
0.04269861222354,0.048024709757506,0.078983228218786,0.021998487666496,-0.008744640293558,-0.062457335924073,-0.023966830938855,0.016431004988801,-7.90E-05,0.009762459551904,0.01632526239435,0.001005707078842
0.044949362490393,0.046738083248356,0.071926151379492,0.022823747031041,-0.016921300598635,-0.078244874064664,-0.02264375250311,0.018083625581804,-0.000134257281537,0.0165310834154,0.016555266941116,0.000700139170812
0.047207913281998,0.044676843338683,0.063422135047378,0.021990946776695,-0.024009450168819,-0.091281157905351,-0.020668517406602,0.01972853118387,-0.000143702595866,0.022724777383936,0.016077441780283,-0.001423800150471
0.04930955545223,0.042015358577655,0.053781586320733,0.020019159910601,-0.028733125772095,-0.10107501297166,-0.018187831701601,0.021246630898223,-0.000150695949003,0.026614769113662,0.014272448604848,0.001062135356337
0.051190148685219,0.039043933543813,0.043313989298555,0.01739896077234,-0.030055872019177,-0.107708874795801,-0.015457287266104,0.022568369398169,-0.000185072672965,0.027329069709836,0.01205348873899,0.000749712481818
0.052747821368607,0.03614478153439,0.032310809230488,0.013544453656241,-0.027163802423322,-0.112036728843216,-0.012800854296018,0.023646502617017,-0.000171072402522,0.025061236480908,0.009321377672388,-0.001412339367771
0.053900281731517,0.033767130019092,0.020985256618804,0.009722172637532,-0.019609504068311,-0.114136024390783,-0.010600670249582,0.02441001390558,-0.000156102722241,0.01842118657149,0.006062622917071,0.001068750902728
0.054736673636586,0.032316147681622,0.009541703328747,0.007233843549662,-0.009264710936189,-0.114543096949199,-0.009240354143081,0.024888114874977,-0.000173344826014,0.008558087743564,0.003682051551544,0.000745714831982
0.055283864879389,0.031939125792077,-0.001819076250823,0.00289068579752,0.00183659374597,-0.111704067203778,-0.008885397077262,0.025163271462556,-0.000148382032606,-0.001595347053315,0.001443116871366,-0.001577773705424
0.055227986109952,0.032699689062771,-0.012733071641648,-0.004060111757378,0.013421274141913,-0.105797292763793,-0.009588599372873,0.025086059668194,-0.000141225608389,-0.012582960126547,-0.003329429461396,0.001047832137649
0.054518434305266,0.034609941953167,-0.022847484823606,-0.009618233836773,0.024602616856454,-0.096278962071919,-0.011353705492557,0.024501168232025,-0.000136301791811,-0.022201087079677,-0.007969469963409,-0.00034632573027
0.053363867909197,0.037529502331318,-0.031850147569108,-0.013414517361932,0.033064597741544,-0.083278809663595,-0.013962168191338,0.023563075827431,-9.77E-05,-0.029332173779424,-0.01060733589441,-0.000263201469852
0.051867898146942,0.041084882514495,-0.039464184557142,-0.016240418563067,0.037399267766565,-0.06915474608464,-0.017141562633819,0.022386220242273,-8.17E-05,-0.033402757133785,-0.012740491237813,0.001151297748044
0.050129262272708,0.044869377095913,-0.045665388201403,-0.018666104582821,0.03754095296682,-0.05468103912387,-0.020493124049217,0.02105418337376,-5.75E-05,-0.033162770920671,-0.013962592478204,-0.000756212189615
0.048165087349462,0.048466729710513,-0.050357418748112,-0.020188981561466,0.033898904071934,-0.038980315835657,-0.023622916979848,0.019598090000068,-1.57E-06,-0.028852160839596,-0.014934920437504,-0.000420006983468
0.046165977536341,0.051535869033774,-0.053441881114653,-0.019480037188881,0.026871326608292,-0.022616593178448,-0.026221713833876,0.01810684200861,2.18E-05,-0.022518976967791,-0.01460185471284,0.001367746453017
0.044291458949683,0.053726949140056,-0.054894069382371,-0.018095850906946,0.016432776166043,-0.006650493907223,-0.028010680462571,0.016725670632472,4.78E-05,-0.012988426559923,-0.013080595654359,-0.000959777211745
0.042556483329756,0.054787112600877,-0.054795985007308,-0.016428420003797,0.004935891394914,0.008561585546427,-0.028749515260456,0.015492589619852,0.000101671856841,-0.001901459703599,-0.011513494644373,-0.000618909017989
0.041071450275943,0.054791166109217,-0.053206017203221,-0.012793875373204,-0.004251216432758,0.023041798598685,-0.028454587310385,0.014438037576747,0.000109016194904,0.007363358555089,-0.009264129636913,0.001429664006278
0.040091841534157,0.054009721692998,-0.050207998449123,-0.006336690251629,-0.011267233245542,0.036942803825246,-0.027395173299016,0.013709394335295,0.000110627278444,0.013585917679933,-0.005023549011034,-0.00103579670613
0.03984947736504,0.052571820125445,-0.045843457037922,0.001472283220891,-0.017266686280008,0.050071060854059,-0.025779312045507,0.013490807851269,0.000132422825821,0.018407306942679,0.000697308093965,-0.000691416050912
0.040425606637658,0.05068487318919,-0.040293861060888,0.010468752588363,-0.019401006883758,0.06012264611705,-0.023760030994556,0.013852127462932,9.92E-05,0.021200811416492,0.006754989942534,0.001474543211192
0.041962147632709,0.048802927299946,-0.033937636797242,0.020023883331535,-0.018222206097394,0.066689777106915,-0.021723757025242,0.01487139737096,5.92E-05,0.019371926266165,0.013628393989182,-0.001002442613603
0.044395641279662,0.047094360730761,-0.027030853654099,0.028537710167263,-0.015434172150446,0.071039839278166,-0.019917588353167,0.016540746801512,4.64E-05,0.016376227904717,0.019531497247431,-0.000635478128408
0.047625103656098,0.045811263661214,-0.019790192421888,0.03571656216203,-0.00980028655841,0.073462391802755,-0.018507214571112,0.0187684424237,-1.26E-05,0.011406115998234,0.024822565205312,0.001577441296847
0.051467239303619,0.045206789709718,-0.012410757898276,0.040751053981693,-0.001996512693562,0.073795492380157,-0.017713903405526,0.021431472180422,-6.78E-05,0.004290794202957,0.028279392884732,-0.000900123642752
0.055691055562421,0.045431481796852,-0.00512077138303,0.04326640618958,0.006394585254878,0.071483782196761,-0.017684154599451,0.024355440591784,-8.68E-05,-0.003603196081787,0.029760601229453,-0.000530287618178
0.059987624357946,0.046433781325627,0.001809936748518,0.041803983671367,0.013232249381516,0.06661566050117,-0.018399072133945,0.027330840287955,-0.000144155008925,-0.010066398296173,0.028422635767945,0.001863888807575
0.063929316905718,0.048035004831456,0.008184354142403,0.036638652750133,0.018764601333603,0.060273593286551,-0.019696748244291,0.030114236409583,-0.000189473381746,-0.015252574935021,0.025724245226315,-0.000911924842371
0.06724735871685,0.05015681919592,0.013825023251501,0.029427686147715,0.02339682312083,0.052402676572199,-0.021410511919005,0.032384668420073,-0.000193990847695,-0.018918709344292,0.019882268747453,-0.000448880178733
0.069715109554722,0.052637200025883,0.01864208114772,0.019235092800854,0.025720992187251,0.04371926964022,-0.023436055155623,0.034040555824522,-0.000231080954154,-0.02115951578335,0.012900212916462,0.001880203450915
0.071090034703278,0.055266149938674,0.022556854270868,0.008923411982973,0.027007718073795,0.034701384995584,-0.025555626008113,0.034895002326569,-0.000244606681087,-0.021314332338197,0.004441101666117,-0.000872964734276
0.071615459808704,0.058046073228394,0.025587543093161,0.00206006283713,0.028507684584048,0.025865268096718,-0.02770212124666,0.035020999444602,-0.000201673888928,-0.021552501035526,-0.001496601510633,-0.000500598479427
0.071558936871187,0.060925032184412,0.027731558781859,-0.003107236304755,0.028730097039218,0.017030748792614,-0.029875999324246,0.034667047494376,-0.000192870800843,-0.021626332938538,-0.005416311356414,0.001890160826464
0.07100523373476,0.063682603713639,0.029005787971838,-0.007936527444026,0.025684555068961,0.008566129641788,-0.031937162204231,0.033960386229362,-0.000168659397904,-0.019194241086713,-0.008703206458543,-0.000938932748793
0.069964400672924,0.06596808818951,0.029479660700258,-0.012980179897396,0.019827116712832,0.001157511072637,-0.033587340859484,0.032937768280337,-9.57E-05,-0.013537155499597,-0.011775469033718,-0.000600426573576
0.068434104591475,0.067605320319926,0.02932250774069,-0.017277120211888,0.012695751868928,-0.003708003069903,-0.034632952114985,0.031594171701137,-6.06E-05,-0.007153024513985,-0.014931466349534,0.001800337362225
0.066590665420855,0.068487330271088,0.028862244165465,-0.019130455853652,0.004965924245455,-0.004857338240104,-0.034990023701208,0.030015724576624,-1.48E-05,-6.80E-05,-0.016406281979552,-0.001061515453076
0.064639602274785,0.068610842164912,0.028408919507452,-0.02003615244293,-0.002398640105664,-0.004260570870906,-0.034654976359532,0.028378098551121,6.92E-05,0.006531876464289,-0.016301672782277,-0.000738400295727
0.062596906064823,0.068000426538117,0.028011460672217,-0.0205455105898,-0.009976279308331,-0.003621873095549,-0.033693458421223,0.026731121137973,0.000101472106662,0.012761064985494,-0.01650051875485,0.001675689244752
0.060565902133119,0.06660508545496,0.027638464464161,-0.019985895694468,-0.017863170573288,-0.004338820994958,-0.032103514176355,0.025120530911541,0.000132781811057,0.019069699526992,-0.015698491532466,-0.001181101046985
0.058624416924672,0.064444662377744,0.027093698289565,-0.018696026210943,-0.025252413909782,-0.006577342905112,-0.029904879676663,0.023615698658099,0.000195276878423,0.024615661022495,-0.014299590921631,-0.000842706704583
0.056901906221655,0.061630048428204,0.026339629243093,-0.015155331068347,-0.030389984016279,-0.00831279194622,-0.027185734925453,0.022273969884609,0.000200376290047,0.029271979437214,-0.012154969421203,0.001599216899863
0.055624024035524,0.058468454439173,0.025407010577606,-0.010680580048667,-0.032473632656023,-0.01075261839614,-0.024192012012741,0.021252623444356,0.00019807827123,0.03037021686982,-0.008343066036743,-0.001242883415352
0.054762797581715,0.055230326639397,0.024134488438747,-0.006309162524579,-0.031722003938621,-0.01484875389347,-0.021200993730731,0.020584633134278,0.000225314917593,0.028845969281091,-0.004992434403868,-0.000869402419048
0.054440090195287,0.05226994698669,0.022440250472628,0.000395139015179,-0.026605732296207,-0.018841978312956,-0.018487473052777,0.020280685329397,0.0001968022265,0.024652942293938,-0.000726890755357,0.001621088243891
0.054858341785023,0.050004372914594,0.020361444460018,0.007602305978302,-0.01863475313422,-0.022977183509475,-0.016420349616106,0.020488796519419,0.000166104071734,0.016628204145937,0.004814873839756,-0.001228667496149
0.055906387734679,0.048587536472518,0.017810472021701,0.013182088714633,-0.009335663962473,-0.028157563969618,-0.015184798576078,0.021195438290286,0.000171013882435,0.007882583219187,0.009066446768351,-0.000830830202023
0.057436330439352,0.048163640020392,0.014732699460726,0.017015491449153,0.000754729375279,-0.033221337724317,-0.014866119655553,0.022273385677287,0.000125518022207,-0.001523348136467,0.012249190797972,0.001694685469898
0.059223511048398,0.048726253880394,0.011255328082318,0.018283275186547,0.010486827485856,-0.035672603193006,-0.015460180645892,0.023572635703225,8.50E-05,-0.010250624048414,0.013472742814083,-0.001164977670584
0.060999253446688,0.050204565698883,0.007708633094284,0.016742699372225,0.018531807035793,-0.03482602690431,-0.016880197979603,0.024896376765031,8.66E-05,-0.0176303467842,0.012600850387749,-0.000768898558129
0.062566887406526,0.052355999220537,0.004348009337303,0.015053624068305,0.024280032445269,-0.032174712629513,-0.018912759318694,0.026056673735107,4.33E-05,-0.022658739798685,0.010698904542724,0.001766956726006
0.064019892096317,0.055018735750904,0.001304779289321,0.013652644080715,0.028778715368497,-0.028620655685402,-0.02134519722944,0.02707073158104,8.22E-06,-0.025904996318531,0.009579110371079,-0.001105848258922
0.065260241894472,0.058025040872394,-0.001385655093599,0.011137485586966,0.030684273816093,-0.025376130026426,-0.024055542254822,0.027940065635462,2.60E-05,-0.027966541978327,0.007752593778183,-0.000618688118378
0.066216784963987,0.061063295649137,-0.003789238262139,0.007706544881033,0.029834090847107,-0.022783181835547,-0.026734726116922,0.028588734586019,-1.13E-05,-0.026108298075546,0.005292592831087,0.001970009854411
0.066761459819055,0.063929777438679,-0.005955805935686,0.003071510543102,0.027123569831518,-0.020645980698577,-0.029179673604664,0.028952822263761,-3.37E-05,-0.022817900734978,0.001954043391531,-0.001202441944742
0.066799610204525,0.066404035856783,-0.007868611657862,-0.002498888184019,0.021907988928587,-0.01706134393918,-0.031227132101653,0.028964240803754,-5.60E-07,-0.017686253192253,-0.001855058331896,-0.000775979908497
0.066242817815422,0.068254131960268,-0.009318594388767,-0.008641871775799,0.014971667181652,-0.011943725051923,-0.03268453846233,0.028562956954655,-7.05E-06,-0.011199710823937,-0.006203892679158,0.001975711597055
0.065112041703942,0.069401234875138,-0.010257613296935,-0.013564030408527,0.008119666358102,-0.006843197411063,-0.0334544879516,0.027738472600964,6.21E-06,-0.004394252830911,-0.010097155878876,-0.001202857349491
0.063633097645731,0.06994776061064,-0.010713296157307,-0.015397476805121,0.003358476994008,-0.002532631526313,-0.033603434829756,0.026615389810444,7.30E-05,0.000897417757034,-0.011937587148455,-0.000831779926215
0.062119975947485,0.070135075978953,-0.010770520189793,-0.014618580188222,0.000448484996762,0.001584579810231,-0.03336548597,0.025422198863266,8.72E-05,0.003667380696335,-0.011614020351665,0.001884939433903
0.060690785615358,0.070000218675654,-0.01038130466129,-0.014381656274983,-0.003566064000157,0.006163920765199,-0.03287956289812,0.02432243168676,0.000102020627756,0.00631220372768,-0.010597272666064,-0.001272384615365
0.059272895213539,0.06940257700019,-0.009573033599491,-0.013274937531394,-0.008164997878718,0.009689156305093,-0.032051636129658,0.023277419269468,0.000157624971993,0.010097915701133,-0.010059567985248,-0.000891232870127
0.058125773114155,0.068396248972086,-0.008496719115702,-0.009482815508468,-0.011897003122646,0.011605293521191,-0.030882568646263,0.022381798528815,0.000154046277257,0.013171109803834,-0.007546735536423,0.001822956355092
0.057413494994558,0.067104952369661,-0.007308133716455,-0.004578263877609,-0.013177112781909,0.011850429151366,-0.029468820088187,0.021798646683077,0.000145739494596,0.014674058264488,-0.004019148491559,-0.001306017942767
0.057222518920294,0.06591340955446,-0.006166916251939,0.000697509240818,-0.009893465862592,0.010891461419696,-0.028087487637688,0.021599960184306,0.00017070864996,0.012192968806038,5.33E-06,-0.000897016102459
0.057528948223833,0.065223879610909,-0.005067994950203,0.005265106126374,-0.003683177695379,0.011741879381301,-0.027129652911322,0.021784030983522,0.000134220990586,0.006619122007348,0.003602957224221,0.001836040163191
0.058233368236402,0.065177106049349,-0.003739926463388,0.008564280356284,0.002530588957667,0.014975064483823,-0.02679242571717,0.022284896022495,9.77E-05,0.000307510158814,0.006265506236878,-0.001265331819859
0.059223885653701,0.065739159293468,-0.002097948706444,0.01132568407612,0.009017994545653,0.017479679128356,-0.027037027256991,0.023003603828645,0.000102477539852,-0.005262130131382,0.008029310159979,-0.000838984223629
0.060433978189834,0.067018468820444,-0.000301899754379,0.012167237028553,0.016641558512017,0.018220654770894,-0.027887560057847,0.02388770722808,5.30E-05,-0.011831006868682,0.009327504844996,0.001901243379715
0.06156928597842,0.069012441540696,0.001522709919637,0.010358363747715,0.022610712530805,0.018173825961073,-0.029416688535092,0.024792446859332,-1.26E-06,-0.017830414613515,0.008275788600813,-0.001355673927859
0.062502904407504,0.071461887931238,0.003317772793237,0.008468806126258,0.026220009597014,0.017759068697863,-0.031339327817655,0.025518728978522,9.63E-06,-0.020341980934394,0.006306712471258,-0.000677017786016
0.063276878381818,0.0742141806507,0.005070783549443,0.006991754472602,0.028565346244444,0.017238225598731,-0.033486985592532,0.026085148676734,-2.66E-05,-0.02225659196084,0.005032850429752,0.002050573739262
0.063851086611786,0.07708348365014,0.006767236556264,0.004022207953537,0.028181886970446,0.016788570389953,-0.035718920337885,0.026512805264545,-5.06E-05,-0.022001354083231,0.003304700065501,-0.001180955733165
0.064017360121868,0.079764971756512,0.008410287984822,-0.000868137486626,0.025234656622474,0.015817219971054,-0.037773755401994,0.026689527963887,-1.99E-05,-0.018764112322405,2.18E-05,-0.000757612229687
0.063664156686954,0.082087002389246,0.009933021167317,-0.006157969269443,0.020987792315166,0.014875522503521,-0.039463445647809,0.026499148580668,-2.87E-05,-0.014776362928976,-0.003835411172923,0.002022967736085
0.062803923094483,0.083912488493007,0.011397508625991,-0.01090536714169,0.015242215075578,0.01432160048891,-0.040683998749272,0.025934081182009,-1.70E-05,-0.009530784190602,-0.007391410168383,-0.001174875277538
0.061516811290818,0.08510658444952,0.012735006443725,-0.014638991376042,0.008639243437781,0.011920889761176,-0.041325782162467,0.025051825338709,5.15E-05,-0.003323932021109,-0.010117210425014,-0.000807002054927
0.059887381545522,0.085618268086802,0.013774947802944,-0.018034488974833,0.001375312587047,0.009264525600374,-0.041355942831642,0.023927097296283,7.47E-05,0.002871398096444,-0.012344440770139,0.001909210219391
0.057912822443308,0.08537246657753,0.014621229416301,-0.021349126976291,-0.006171673917546,0.007632077952337,-0.04073760882354,0.022586652696636,0.00010950258037,0.009431691630293,-0.014489696988052,-0.001269324011555
0.055637597909547,0.084361572955866,0.01525824853731,-0.024059114645996,-0.014372939053494,0.004734155774935,-0.039484606750155,0.021054908261497,0.000191915501838,0.015637336839742,-0.016062897113464,-0.00091140729428
